data,produto,categoria,quantidade,preco_unitario,loja
2024-02-19,Webcam Basic,Informática,9,2467.15,Loja B
2024-01-19,Luminária XL,Escritório,2,1324.24,Loja C
2024-03-13,Smartphone XL,Celulares,10,73.67,Loja D
2023-01-14,Aspirador Plus,Eletrodomésticos,4,4570.25,Loja E
2023-06-18,Webcam XL,Informática,6,3017.0,Loja E
2024-04-19,Notebook XL,Informática,6,3601.73,Loja A
2024-06-17,Liquidificador XL,Eletrodomésticos,4,2253.2,Loja A
2023-12-10,Mesa Basic,Escritório,10,1660.59,Loja A
2024-01-18,Teclado Gamer,Informática,9,339.38,Loja E
2023-04-04,Ventilador XL,Eletrodomésticos,1,3295.71,Loja C
2023-06-04,Organizador Plus,Escritório,9,3099.07,Loja D
2023-10-17,Monitor Pro,Informática,4,562.8,Loja B
2023-07-05,Liquidificador Gamer,Eletrodomésticos,1,2947.83,Loja E
2023-10-13,Teclado XL,Informática,8,1531.07,Loja C
2024-03-16,Mesa Plus,Escritório,7,3125.34,Loja D
2024-05-10,Cadeira Gamer,Escritório,8,4690.84,Loja B
2023-05-02,Geladeira Pro,Eletrodomésticos,8,356.08,Loja B
2024-06-08,Webcam Pro,Informática,7,1171.93,Loja C
2024-02-02,TV LED Basic,TV e Áudio,8,855.47,Loja C
2024-05-15,Liquidificador XL,Eletrodomésticos,6,1299.74,Loja C
2023-01-10,Smartphone Gamer,Celulares,4,2816.6,Loja C
2023-04-05,Cadeira Gamer,Escritório,2,2429.97,Loja B
2024-04-09,Geladeira Mini,Eletrodomésticos,1,4604.24,Loja E
2023-08-16,Cadeira Pro,Escritório,9,3294.54,Loja E
2023-10-03,Caixa de Som Pro,TV e Áudio,1,4982.22,Loja C
2023-06-29,Ventilador XL,Eletrodomésticos,1,397.51,Loja D
2024-04-27,Cadeira Gamer,Escritório,4,2466.2,Loja C
2023-05-03,Fone Bluetooth Pro,Celulares,8,1738.33,Loja E
2023-04-23,Geladeira Basic,Eletrodomésticos,10,3055.45,Loja C
2023-04-16,Home Theater Pro,TV e Áudio,5,3439.9,Loja A
2023-08-23,Luminária XL,Escritório,4,4482.34,Loja D
2023-05-11,Aspirador Mini,Eletrodomésticos,6,4739.34,Loja E
2024-01-20,Ventilador Plus,Eletrodomésticos,1,3216.84,Loja A
2024-03-19,Fone Bluetooth Mini,Celulares,8,4775.35,Loja E
2023-08-16,Luminária Pro,Escritório,6,4473.31,Loja B
2023-07-04,Carregador XL,Celulares,5,4084.42,Loja B
2023-10-27,Geladeira XL,Eletrodomésticos,3,701.57,Loja C
2023-01-23,Ventilador Basic,Eletrodomésticos,5,196.68,Loja D
2023-06-21,Fone Bluetooth XL,Celulares,1,2609.04,Loja E
2023-11-02,Soundbar Gamer,TV e Áudio,3,2254.57,Loja B
2024-04-08,Monitor XL,Informática,4,4153.38,Loja A
2023-05-24,Webcam Plus,Informática,6,276.41,Loja C
2023-02-25,Webcam Mini,Informática,7,4932.76,Loja D
2024-06-28,Mouse Gamer,Informática,5,922.44,Loja D
2024-05-11,Soundbar Pro,TV e Áudio,2,3093.46,Loja B
2023-09-19,Carregador Basic,Celulares,5,2970.68,Loja A
2023-05-28,Home Theater Basic,TV e Áudio,7,2790.73,Loja A
2024-04-09,Ventilador Basic,Eletrodomésticos,8,4973.79,Loja A
2023-06-25,Webcam XL,Informática,1,167.44,Loja B
2024-06-28,Cadeira Mini,Escritório,10,3949.35,Loja E
2023-08-26,Caixa de Som XL,TV e Áudio,9,4590.4,Loja D
2023-10-08,Aspirador Basic,Eletrodomésticos,7,3246.9,Loja B
2024-02-14,Caixa de Som Gamer,TV e Áudio,6,4404.54,Loja A
2023-09-03,Aspirador XL,Eletrodomésticos,4,270.47,Loja D
2023-06-18,Luminária Pro,Escritório,5,4511.88,Loja C
2023-06-17,Fone Bluetooth XL,Celulares,9,4149.93,Loja E
2024-05-02,Soundbar Gamer,TV e Áudio,7,1778.69,Loja A
2023-05-09,Soundbar Plus,TV e Áudio,8,1758.49,Loja D
2023-11-28,Smartphone Basic,Celulares,2,3514.03,Loja D
2023-01-13,Caixa de Som Gamer,TV e Áudio,3,4723.57,Loja D
2024-05-19,Soundbar XL,TV e Áudio,4,3563.65,Loja B
2023-01-08,Liquidificador Mini,Eletrodomésticos,4,231.15,Loja C
2024-02-10,Smartphone Pro,Celulares,8,3615.01,Loja E
2023-08-12,Carregador Plus,Celulares,5,1472.46,Loja D
2023-08-12,Smartphone XL,Celulares,10,1434.23,Loja B
2023-01-24,Fone Bluetooth Mini,Celulares,10,1042.16,Loja C
2023-10-11,TV LED Gamer,TV e Áudio,5,330.69,Loja B
2023-11-26,Caixa de Som Gamer,TV e Áudio,5,2040.0,Loja A
2023-05-30,Caixa de Som XL,TV e Áudio,4,1228.95,Loja B
2023-01-27,Capa Plus,Celulares,3,1417.42,Loja C
2023-12-09,Cadeira Plus,Escritório,4,301.9,Loja D
2023-04-13,Monitor Mini,Informática,5,282.82,Loja C
2024-06-15,Monitor Pro,Informática,7,306.02,Loja B
2024-01-02,Notebook Basic,Informática,4,2491.0,Loja B
2024-03-14,Smartphone Mini,Celulares,1,1863.46,Loja A
2023-08-30,Notebook Pro,Informática,9,3408.58,Loja D
2023-06-28,Notebook XL,Informática,9,3392.84,Loja A
2023-12-08,Soundbar Pro,TV e Áudio,2,2643.33,Loja E
2023-09-13,Caixa de Som Gamer,TV e Áudio,8,479.17,Loja E
2023-03-04,Caixa de Som Gamer,TV e Áudio,2,2962.01,Loja D
2024-03-28,Carregador XL,Celulares,10,33.99,Loja D
2023-12-25,Monitor Pro,Informática,10,3255.55,Loja A
2024-06-20,TV LED Plus,TV e Áudio,4,440.5,Loja E
2024-03-14,Soundbar Plus,TV e Áudio,10,1388.9,Loja B
2023-04-17,Monitor XL,Informática,7,302.15,Loja C
2023-08-07,Ventilador Gamer,Eletrodomésticos,1,1865.13,Loja E
2023-08-20,Notebook Pro,Informática,3,676.61,Loja A
2024-02-07,Mouse XL,Informática,3,1523.52,Loja E
2024-04-06,Capa Basic,Celulares,4,1325.61,Loja A
2023-12-12,Mesa Gamer,Escritório,5,4725.01,Loja A
2023-01-01,Aspirador Pro,Eletrodomésticos,4,3803.4,Loja B
2023-10-20,Carregador Mini,Celulares,9,2276.59,Loja C
2023-03-31,Soundbar Mini,TV e Áudio,10,4408.99,Loja A
2023-07-01,Mesa Basic,Escritório,3,374.59,Loja A
2023-08-11,Webcam Basic,Informática,3,2921.74,Loja E
2024-02-08,Notebook Basic,Informática,3,1132.58,Loja B
2023-08-21,Organizador Mini,Escritório,3,629.15,Loja B
2023-07-04,Organizador Gamer,Escritório,1,2193.79,Loja E
2023-04-16,Smartphone XL,Celulares,10,350.01,Loja E
2023-10-27,Mesa Gamer,Escritório,1,4253.44,Loja D
2023-05-25,Ventilador Gamer,Eletrodomésticos,7,1393.02,Loja A
2023-11-04,Caixa de Som Plus,TV e Áudio,5,616.18,Loja A
2024-01-17,Liquidificador Plus,Eletrodomésticos,2,4131.21,Loja A
2023-06-01,Organizador XL,Escritório,2,1245.41,Loja E
2023-05-28,Monitor Pro,Informática,3,3186.38,Loja B
2024-04-12,TV LED Mini,TV e Áudio,6,809.56,Loja A
2024-02-19,Liquidificador Gamer,Eletrodomésticos,3,1083.8,Loja B
2023-09-01,Fone Bluetooth Mini,Celulares,4,2328.75,Loja D
2023-11-07,Capa XL,Celulares,9,2764.37,Loja C
2023-02-03,Cadeira XL,Escritório,10,3740.77,Loja D
2023-05-02,Geladeira Pro,Eletrodomésticos,10,2707.12,Loja B
2023-07-23,Mesa Pro,Escritório,1,2763.0,Loja D
2024-03-05,Liquidificador Mini,Eletrodomésticos,5,3042.91,Loja D
2023-08-03,Ventilador Mini,Eletrodomésticos,6,2085.25,Loja E
2023-09-07,Notebook XL,Informática,10,3916.85,Loja A
2024-04-08,Cadeira Pro,Escritório,3,1269.22,Loja E
2023-12-24,Fone Bluetooth Plus,Celulares,7,608.74,Loja E
2024-01-12,Home Theater Basic,TV e Áudio,4,317.91,Loja D
2024-01-12,Caixa de Som Gamer,TV e Áudio,6,2833.88,Loja A
2024-01-21,Carregador Plus,Celulares,3,1608.93,Loja A
2024-01-02,Teclado Plus,Informática,5,1590.21,Loja D
2024-01-30,Aspirador Pro,Eletrodomésticos,4,1518.12,Loja A
2023-08-05,Smartphone Plus,Celulares,8,2820.17,Loja D
2023-08-20,Liquidificador Pro,Eletrodomésticos,6,931.87,Loja C
2023-05-16,TV LED Basic,TV e Áudio,1,2615.78,Loja A
2024-03-09,Monitor Basic,Informática,10,4124.29,Loja B
2023-07-21,Capa Plus,Celulares,5,1156.1,Loja B
2024-01-31,Cadeira Mini,Escritório,10,3833.99,Loja E
2024-01-28,Carregador XL,Celulares,7,1544.0,Loja C
2024-03-08,Aspirador Plus,Eletrodomésticos,4,4143.21,Loja E
2023-06-28,Smartphone Plus,Celulares,4,844.69,Loja A
2023-08-02,Organizador Gamer,Escritório,6,64.03,Loja E
2024-03-15,Monitor XL,Informática,9,4470.81,Loja E
2023-11-23,Aspirador Plus,Eletrodomésticos,2,124.84,Loja E
2023-07-31,Geladeira Pro,Eletrodomésticos,6,1735.91,Loja D
2024-01-03,Geladeira Gamer,Eletrodomésticos,5,1351.35,Loja A
2024-03-21,Webcam Gamer,Informática,9,1462.61,Loja B
2024-06-22,Ventilador Plus,Eletrodomésticos,4,3239.48,Loja A
2023-03-15,Caixa de Som Plus,TV e Áudio,10,1743.26,Loja A
2024-06-06,Ventilador Plus,Eletrodomésticos,7,617.94,Loja E
2024-06-09,Caixa de Som Mini,TV e Áudio,4,4212.75,Loja C
2023-06-09,Aspirador Gamer,Eletrodomésticos,3,1929.28,Loja C
2024-01-02,Home Theater XL,TV e Áudio,8,3843.48,Loja C
2023-07-23,Cadeira Pro,Escritório,8,4528.64,Loja C
2024-05-03,Smartphone Pro,Celulares,5,2458.07,Loja A
2024-02-01,Webcam Pro,Informática,6,2559.13,Loja A
2024-04-03,Ventilador Basic,Eletrodomésticos,2,3423.28,Loja B
2023-02-14,Notebook XL,Informática,1,2573.62,Loja B
2023-06-29,Geladeira XL,Eletrodomésticos,3,2388.6,Loja D
2023-07-21,Mesa Gamer,Escritório,1,1910.69,Loja C
2023-04-09,Organizador XL,Escritório,7,2095.39,Loja C
2024-01-28,Cadeira Basic,Escritório,7,4444.47,Loja A
2023-10-22,Mouse Gamer,Informática,7,4213.15,Loja B
2023-08-30,Capa Basic,Celulares,5,2987.57,Loja A
2024-04-09,Organizador Gamer,Escritório,1,4562.95,Loja E
2024-05-15,Mouse Basic,Informática,8,1590.13,Loja B
2023-02-06,Webcam Plus,Informática,3,1560.15,Loja A
2024-03-14,Monitor Mini,Informática,10,2960.92,Loja D
2023-08-29,Cadeira Plus,Escritório,2,1779.59,Loja C
2023-06-29,Webcam Mini,Informática,5,2808.46,Loja B
2023-08-17,Smartphone Pro,Celulares,3,3737.14,Loja E
2024-05-07,Organizador Plus,Escritório,3,166.46,Loja B
2024-02-13,Fone Bluetooth Gamer,Celulares,7,1428.09,Loja C
2023-03-27,Teclado XL,Informática,4,928.13,Loja E
2023-03-12,TV LED Plus,TV e Áudio,9,3709.2,Loja C
2023-09-05,Ventilador XL,Eletrodomésticos,8,1851.41,Loja A
2023-05-30,Ventilador Plus,Eletrodomésticos,6,744.7,Loja D
2024-01-01,Teclado Basic,Informática,1,2415.45,Loja D
2024-01-22,Caixa de Som Mini,TV e Áudio,1,2713.13,Loja D
2024-05-23,Capa Plus,Celulares,10,1257.41,Loja D
2023-09-28,Organizador XL,Escritório,1,2980.93,Loja E
2023-11-08,Monitor Gamer,Informática,8,1930.73,Loja E
2023-12-26,Teclado Gamer,Informática,6,999.31,Loja A
2023-12-15,Notebook Plus,Informática,6,2672.3,Loja A
2023-05-20,Ventilador Plus,Eletrodomésticos,10,2278.5,Loja B
2024-02-20,Smartphone Mini,Celulares,7,1703.38,Loja B
2023-02-01,Aspirador Plus,Eletrodomésticos,9,4891.25,Loja C
2024-06-09,Teclado Gamer,Informática,6,1427.71,Loja E
2024-05-15,Aspirador Mini,Eletrodomésticos,4,781.06,Loja E
2024-06-05,Capa Basic,Celulares,8,3605.14,Loja D
2023-11-24,Fone Bluetooth Mini,Celulares,3,592.0,Loja A
2023-05-06,Mouse Mini,Informática,1,499.06,Loja D
2024-05-03,Cadeira Mini,Escritório,8,2819.02,Loja C
2024-06-26,Liquidificador Gamer,Eletrodomésticos,6,4243.21,Loja E
2023-08-29,Fone Bluetooth Plus,Celulares,6,1908.93,Loja E
2024-02-27,Liquidificador Pro,Eletrodomésticos,7,4199.74,Loja B
2023-02-28,Monitor Gamer,Informática,9,3835.15,Loja D
2024-03-17,Soundbar Gamer,TV e Áudio,2,3010.23,Loja E
2023-03-09,Notebook Gamer,Informática,10,1891.19,Loja C
2023-06-10,Webcam XL,Informática,1,2583.55,Loja B
2023-11-22,Mesa XL,Escritório,9,829.29,Loja A
2023-02-25,Webcam Mini,Informática,6,1641.0,Loja B
2023-01-22,TV LED Pro,TV e Áudio,8,730.06,Loja C
2023-04-16,Carregador Basic,Celulares,8,931.13,Loja A
2023-11-03,Home Theater Gamer,TV e Áudio,4,3439.17,Loja A
2023-04-22,TV LED Plus,TV e Áudio,3,3373.11,Loja C
2023-01-02,Capa Pro,Celulares,6,683.69,Loja D
2024-04-04,Fone Bluetooth XL,Celulares,2,1818.95,Loja B
2024-06-23,Soundbar Basic,TV e Áudio,2,3702.92,Loja D
2023-08-18,Caixa de Som Gamer,TV e Áudio,1,1526.47,Loja D
2023-03-14,TV LED Gamer,TV e Áudio,4,3629.66,Loja D
2023-07-14,Webcam Mini,Informática,7,679.28,Loja D
2023-10-31,Ventilador Mini,Eletrodomésticos,3,3320.32,Loja C
2023-12-26,Smartphone Gamer,Celulares,10,824.92,Loja B
2024-06-03,Luminária XL,Escritório,7,3755.99,Loja B
2023-05-01,Caixa de Som XL,TV e Áudio,9,3312.68,Loja A
2024-04-05,Caixa de Som XL,TV e Áudio,1,422.91,Loja B
2023-09-26,Monitor XL,Informática,2,2198.5,Loja B
2023-05-18,Luminária XL,Escritório,3,3837.99,Loja D
2023-06-27,Liquidificador Plus,Eletrodomésticos,10,3434.86,Loja D
2023-10-29,Liquidificador Pro,Eletrodomésticos,8,1684.41,Loja D
2023-06-29,Carregador Gamer,Celulares,4,2877.29,Loja A
2023-02-03,Home Theater Gamer,TV e Áudio,7,1277.86,Loja A
2023-10-10,Mouse Plus,Informática,5,4448.3,Loja B
2023-04-17,Notebook Basic,Informática,4,828.08,Loja D
2024-01-09,Fone Bluetooth Pro,Celulares,5,2799.82,Loja A
2023-03-05,Webcam Pro,Informática,2,3788.89,Loja D
2024-05-14,Monitor XL,Informática,4,3295.46,Loja B
2024-03-01,Smartphone Basic,Celulares,4,4445.21,Loja D
2023-07-25,Smartphone Gamer,Celulares,9,1508.64,Loja D
2024-01-13,Fone Bluetooth Mini,Celulares,8,2543.17,Loja C
2024-03-13,Mouse Plus,Informática,10,773.87,Loja B
2023-08-10,Cadeira Basic,Escritório,3,4602.34,Loja E
2023-02-27,Organizador Gamer,Escritório,2,4886.32,Loja D
2023-08-08,TV LED Mini,TV e Áudio,9,1954.42,Loja D
2023-07-17,Smartphone Basic,Celulares,8,130.66,Loja D
2023-08-09,Ventilador Mini,Eletrodomésticos,1,3368.14,Loja D
2023-09-28,Notebook Pro,Informática,8,903.34,Loja A
2024-04-01,Fone Bluetooth Gamer,Celulares,9,901.53,Loja C
2023-10-16,Cadeira Gamer,Escritório,3,3125.63,Loja B
2023-11-16,Carregador Plus,Celulares,2,4150.52,Loja E
2024-03-15,Soundbar Basic,TV e Áudio,4,397.88,Loja E
2023-08-09,TV LED Pro,TV e Áudio,9,425.94,Loja A
2024-04-22,Ventilador Plus,Eletrodomésticos,7,639.76,Loja D
2024-01-08,Mouse Plus,Informática,3,2471.26,Loja E
2023-08-21,TV LED Mini,TV e Áudio,9,4172.58,Loja E
2023-05-13,Fone Bluetooth Basic,Celulares,2,2499.44,Loja C
2023-03-10,Organizador Plus,Escritório,10,705.31,Loja E
2023-12-21,Liquidificador Gamer,Eletrodomésticos,5,3037.01,Loja A
2023-06-03,Mouse Plus,Informática,5,4238.07,Loja E
2024-06-05,Luminária Basic,Escritório,7,1288.62,Loja D
2023-08-06,Mesa XL,Escritório,6,2796.92,Loja E
2023-08-11,Webcam Basic,Informática,5,137.6,Loja A
2023-01-15,Geladeira Mini,Eletrodomésticos,8,1696.12,Loja A
2023-05-23,Geladeira Basic,Eletrodomésticos,10,3284.42,Loja B
2023-02-18,Caixa de Som Mini,TV e Áudio,2,4483.92,Loja C
2023-12-30,Mesa Plus,Escritório,9,3778.89,Loja C
2024-06-02,Teclado XL,Informática,3,571.95,Loja A
2024-03-25,Teclado Gamer,Informática,4,3561.46,Loja B
2024-01-18,Mouse Gamer,Informática,1,667.81,Loja C
2023-11-25,Aspirador Gamer,Eletrodomésticos,10,3537.0,Loja E
2023-01-23,Mesa Mini,Escritório,1,4701.3,Loja C
2024-02-25,Teclado XL,Informática,5,2231.73,Loja A
2023-11-27,Capa XL,Celulares,9,794.51,Loja E
2023-05-20,Carregador Pro,Celulares,8,2366.86,Loja B
2023-05-05,Luminária Mini,Escritório,4,4733.22,Loja B
2023-12-01,Luminária Mini,Escritório,2,1576.69,Loja A
2023-12-17,Webcam Pro,Informática,3,1966.2,Loja C
2024-01-07,TV LED Mini,TV e Áudio,8,2272.09,Loja C
2023-12-25,Caixa de Som Pro,TV e Áudio,10,420.39,Loja E
2023-05-21,Webcam Mini,Informática,2,1350.88,Loja C
2024-06-14,Smartphone Mini,Celulares,9,1299.43,Loja A
2024-03-09,Mesa Pro,Escritório,10,402.83,Loja C
2023-06-28,Home Theater Gamer,TV e Áudio,6,4837.91,Loja A
2023-06-21,Home Theater Basic,TV e Áudio,4,1694.64,Loja B
2023-10-07,Monitor Plus,Informática,1,2339.55,Loja A
2023-09-16,Smartphone Pro,Celulares,5,218.49,Loja E
2023-09-20,Ventilador Pro,Eletrodomésticos,9,4626.54,Loja B
2023-11-21,Capa Gamer,Celulares,3,2964.96,Loja C
2023-03-10,Notebook Pro,Informática,10,2331.69,Loja D
2023-01-30,Fone Bluetooth XL,Celulares,4,4599.78,Loja A
2023-07-14,TV LED XL,TV e Áudio,3,2222.82,Loja E
2023-04-30,Fone Bluetooth Gamer,Celulares,4,1702.95,Loja E
2024-03-19,Home Theater Mini,TV e Áudio,5,4509.39,Loja E
2023-02-13,Soundbar Plus,TV e Áudio,3,2285.28,Loja D
2023-08-19,Mouse Pro,Informática,4,524.51,Loja D
2023-03-13,Mesa Gamer,Escritório,6,875.64,Loja A
2023-08-31,Monitor Plus,Informática,3,1148.25,Loja E
2024-05-23,Luminária XL,Escritório,2,1523.23,Loja B
2023-07-19,Monitor Gamer,Informática,3,2034.99,Loja D
2024-01-10,Organizador Mini,Escritório,5,2917.74,Loja E
2023-02-11,Fone Bluetooth Pro,Celulares,9,3805.3,Loja A
2024-03-31,Capa Pro,Celulares,7,2971.03,Loja D
2024-05-31,Organizador Gamer,Escritório,10,3921.19,Loja C
2023-04-08,Cadeira Gamer,Escritório,2,187.56,Loja D
2024-06-19,Teclado Pro,Informática,7,1333.63,Loja E
2023-05-07,Caixa de Som Pro,TV e Áudio,8,3933.98,Loja E
2023-05-22,Webcam Mini,Informática,9,1314.9,Loja C
2023-11-16,Webcam Gamer,Informática,8,3858.47,Loja B
2024-01-22,Aspirador Mini,Eletrodomésticos,9,1317.09,Loja B
2023-02-03,Cadeira Plus,Escritório,6,1967.0,Loja A
2023-09-24,Teclado Mini,Informática,5,2831.62,Loja A
2023-08-17,Caixa de Som Basic,TV e Áudio,4,362.82,Loja E
2024-02-18,Teclado Basic,Informática,5,168.52,Loja C
2023-01-06,Home Theater Gamer,TV e Áudio,10,4877.62,Loja E
2023-01-26,Webcam Plus,Informática,2,1309.49,Loja B
2024-01-11,Mesa Gamer,Escritório,7,3706.05,Loja C
2023-01-19,Carregador Basic,Celulares,2,3030.09,Loja C
2023-02-09,Liquidificador Plus,Eletrodomésticos,8,1753.02,Loja D
2023-03-23,Liquidificador Gamer,Eletrodomésticos,6,3044.97,Loja D
2024-04-02,Aspirador Gamer,Eletrodomésticos,4,3956.75,Loja E
2023-01-02,Luminária Mini,Escritório,6,2916.42,Loja D
2023-03-14,Soundbar Mini,TV e Áudio,7,976.36,Loja B
2023-06-01,Liquidificador XL,Eletrodomésticos,1,1067.78,Loja E
2024-03-19,Home Theater XL,TV e Áudio,9,2394.19,Loja E
2023-03-02,Mouse Gamer,Informática,10,4136.92,Loja D
2023-02-23,TV LED Gamer,TV e Áudio,1,3342.85,Loja B
2023-09-15,Luminária Pro,Escritório,2,1361.35,Loja B
2023-03-27,Monitor Gamer,Informática,3,1946.23,Loja E
2023-03-03,Liquidificador Basic,Eletrodomésticos,9,2717.8,Loja A
2023-01-07,Notebook Plus,Informática,3,2002.64,Loja B
2023-11-09,Carregador Pro,Celulares,6,391.51,Loja B
2023-10-24,Fone Bluetooth Plus,Celulares,5,2558.32,Loja C
2023-11-28,Organizador XL,Escritório,6,3544.75,Loja E
2023-07-04,Ventilador Gamer,Eletrodomésticos,4,3046.29,Loja D
2023-11-21,Organizador Pro,Escritório,10,143.9,Loja A
2023-07-22,Fone Bluetooth Basic,Celulares,6,2644.2,Loja B
2024-06-03,Webcam Mini,Informática,6,3880.54,Loja A
2023-06-29,Mesa XL,Escritório,4,2766.2,Loja C
2023-01-27,Fone Bluetooth Basic,Celulares,3,2476.18,Loja C
2023-09-18,Aspirador Pro,Eletrodomésticos,8,2686.97,Loja E
2023-12-14,Teclado Plus,Informática,2,2308.48,Loja C
2023-10-15,Geladeira Plus,Eletrodomésticos,10,4544.73,Loja B
2023-06-02,Webcam Basic,Informática,1,2790.68,Loja D
2023-08-01,Monitor Pro,Informática,7,3341.33,Loja E
2024-04-19,Cadeira Basic,Escritório,10,3635.72,Loja A
2024-01-16,Fone Bluetooth XL,Celulares,3,1763.96,Loja A
2023-05-10,Smartphone Mini,Celulares,4,2699.65,Loja B
2023-06-05,Notebook Pro,Informática,7,3388.99,Loja D
2023-01-27,Cadeira Plus,Escritório,8,4092.35,Loja E
2024-05-14,Monitor Mini,Informática,1,3954.72,Loja B
2023-08-31,Monitor Plus,Informática,3,1078.56,Loja E
2023-11-16,Fone Bluetooth XL,Celulares,7,1959.06,Loja A
2023-12-21,Smartphone Gamer,Celulares,6,4552.04,Loja D
2024-05-29,Fone Bluetooth XL,Celulares,7,317.33,Loja C
2023-05-12,Ventilador Basic,Eletrodomésticos,9,3943.09,Loja D
2023-12-10,Carregador Pro,Celulares,7,2930.93,Loja E
2024-06-06,Home Theater Gamer,TV e Áudio,10,4371.42,Loja C
2024-04-16,Fone Bluetooth Gamer,Celulares,3,978.19,Loja A
2023-06-13,Liquidificador Plus,Eletrodomésticos,8,4446.37,Loja E
2023-03-29,TV LED Plus,TV e Áudio,7,1165.62,Loja E
2024-05-19,Organizador Pro,Escritório,1,324.33,Loja B
2024-02-21,Liquidificador Basic,Eletrodomésticos,7,2520.14,Loja E
2023-12-16,Luminária Pro,Escritório,2,2679.13,Loja A
2024-02-11,Capa XL,Celulares,10,1825.3,Loja B
2023-01-05,Mesa Gamer,Escritório,7,2398.38,Loja D
2023-01-25,Cadeira Plus,Escritório,10,691.68,Loja E
2023-03-25,Luminária Pro,Escritório,2,4425.07,Loja E
2023-02-10,Ventilador Gamer,Eletrodomésticos,6,3287.9,Loja C
2023-05-31,Caixa de Som XL,TV e Áudio,5,3339.37,Loja C
2023-06-19,TV LED Gamer,TV e Áudio,7,3430.82,Loja D
2023-07-07,Smartphone Gamer,Celulares,7,2605.23,Loja A
2023-06-12,Soundbar Gamer,TV e Áudio,2,2078.87,Loja C
2024-05-11,Home Theater Basic,TV e Áudio,6,1386.62,Loja C
2023-06-26,Soundbar Basic,TV e Áudio,10,4555.86,Loja E
2023-07-29,Geladeira XL,Eletrodomésticos,4,74.88,Loja D
2024-04-21,Geladeira Basic,Eletrodomésticos,5,3791.81,Loja C
2023-02-08,Capa Mini,Celulares,8,2220.27,Loja A
2023-08-08,Soundbar Pro,TV e Áudio,4,4844.86,Loja A
2023-09-20,Cadeira Plus,Escritório,5,785.4,Loja E
2023-11-28,Geladeira Plus,Eletrodomésticos,10,2348.79,Loja D
2024-03-18,Cadeira Gamer,Escritório,2,2934.65,Loja D
2023-04-08,Teclado Pro,Informática,10,3062.34,Loja C
2023-10-08,Monitor Mini,Informática,6,3188.27,Loja C
2024-03-01,Luminária XL,Escritório,7,1265.64,Loja A
2023-06-10,Smartphone Gamer,Celulares,5,3889.24,Loja A
2023-05-30,Fone Bluetooth Mini,Celulares,6,2085.21,Loja D
2023-11-09,Ventilador Mini,Eletrodomésticos,8,2055.3,Loja D
2023-07-07,Fone Bluetooth Pro,Celulares,4,2203.36,Loja A
2024-01-19,Carregador Gamer,Celulares,2,3177.97,Loja B
2024-03-29,Smartphone Pro,Celulares,7,2010.26,Loja C
2023-04-12,Mesa Mini,Escritório,1,1966.2,Loja A
2023-08-08,Cadeira Pro,Escritório,4,4045.04,Loja C
2023-07-07,Notebook XL,Informática,4,1369.92,Loja D
2024-03-08,Organizador Plus,Escritório,2,2614.17,Loja D
2023-03-01,Soundbar Mini,TV e Áudio,3,4378.52,Loja E
2023-03-19,Liquidificador Mini,Eletrodomésticos,9,330.58,Loja B
2023-04-01,Ventilador Basic,Eletrodomésticos,6,2247.17,Loja B
2024-02-18,Mesa Gamer,Escritório,9,3414.99,Loja B
2024-03-08,Liquidificador Mini,Eletrodomésticos,9,654.56,Loja A
2023-07-07,Cadeira Pro,Escritório,6,3920.74,Loja E
2023-05-18,Notebook Basic,Informática,2,2744.97,Loja B
2023-04-17,Smartphone XL,Celulares,2,2546.74,Loja E
2024-02-24,Aspirador Plus,Eletrodomésticos,8,1276.2,Loja C
2023-08-26,Ventilador Mini,Eletrodomésticos,4,2654.59,Loja D
2023-09-27,Home Theater Mini,TV e Áudio,3,3688.29,Loja B
2023-11-04,Aspirador XL,Eletrodomésticos,8,1687.17,Loja A
2023-12-26,Capa Gamer,Celulares,5,3520.39,Loja E
2024-01-07,Teclado Mini,Informática,10,4732.65,Loja B
2023-08-10,Cadeira Pro,Escritório,5,3392.81,Loja A
2023-10-05,Carregador Basic,Celulares,3,2439.28,Loja C
2023-01-26,Cadeira Plus,Escritório,2,2925.52,Loja C
2023-09-12,Fone Bluetooth Pro,Celulares,7,3579.17,Loja E
2023-12-19,Geladeira Basic,Eletrodomésticos,1,2830.54,Loja B
2023-10-18,TV LED Mini,TV e Áudio,3,4501.3,Loja C
2023-08-27,Carregador XL,Celulares,2,677.04,Loja E
2023-03-11,TV LED Gamer,TV e Áudio,5,4275.27,Loja A
2023-06-25,Mouse Basic,Informática,4,2454.31,Loja C
2023-12-19,Ventilador Gamer,Eletrodomésticos,9,759.52,Loja E
2024-03-06,Cadeira Gamer,Escritório,7,4763.86,Loja E
2023-04-26,Ventilador Plus,Eletrodomésticos,5,1287.21,Loja B
2024-03-14,Capa XL,Celulares,5,1052.93,Loja B
2023-02-06,Fone Bluetooth Gamer,Celulares,10,49.53,Loja C
2024-06-16,Teclado Mini,Informática,4,1292.39,Loja B
2023-04-07,Cadeira Mini,Escritório,2,70.33,Loja A
2023-10-19,Smartphone Plus,Celulares,3,2997.94,Loja D
2023-03-01,Soundbar Pro,TV e Áudio,9,231.13,Loja B
2023-08-15,Teclado XL,Informática,5,4607.98,Loja D
2023-02-09,Monitor Mini,Informática,8,3363.34,Loja C
2023-10-27,Aspirador XL,Eletrodomésticos,5,2950.65,Loja A
